 1069
 EPZ   3020 72364  31.90 106.70 1257  19950911 99999999  SANTA TERESA             NM  US       23044
 DRA   3109 72387  36.93 116.07 1259  19510811 19520428  MERCURY/TEST SITE        NV  US
 DRA   3109 72387  36.60 115.97 1155  19520429 19521204  MERCURY/TEST SITE        NV  US
 DRA   3109 72387  36.95 116.05 1197  19521204 19530605  MERCURY/TEST SITE        NV  US
 DRA   3109 72387  36.95 116.08 1196  19550201 19551105  MERCURY/TEST SITE        NV  US
 NID   3120 72388  35.78 117.78  687  19470709 19540309  N CHINA LAKE/B-1 RANGE   CA  US
 NID   3120 72388  35.78 117.78  670  19540310 19561231  N CHINA LAKE/G-1 RANGE   CA  US
 NID   3120 72388  35.78 117.78  666  19570101 19640229  N CHINA LAKE/G-1 RANGE   CA  US
 VEF   3120 72388  36.05 115.18  693  20100000 99999999  LAS VEGAS                NV  US
 SGU   3121 72475  37.10 113.60  895  19570417 19570928  ST GEORGE                UT  US
 OCS   3123 72292  33.40 117.50   69  19540721 19541015  CAMP PENDLETON           CA  US
 FHU   3124 72273  31.57 110.33 1425  19550104 19550108  FT HUACHUCA              AZ  US
 FHU   3124 72273  31.57 110.33 1428  19550109 19580611  FT HUACHUCA              AZ  US
 FHU   3124 72273  31.57 110.33 1420  19580612 19580617  FT HUACHUCA              AZ  US
 FHU   3124 72273  31.57 110.33 1422  19580618 19590226  FT HUACHUCA              AZ  US
 FHU   3124 72273  31.57 110.33 1423  19590227 19590325  FT HUACHUCA              AZ  US
 FHU   3124 72273  31.57 110.33 1432  19590326 19611028  FT HUACHUCA              AZ  US
 FHU   3124 72273  31.57 110.33 1439  19611029 19710730  FT HUACHUCA              AZ  US
 YUM   3125 72280  32.85 114.40  106  19540511 19560831  YUMA                     AZ  US
 YUM   3125 72280  32.83 114.40  106  19560901 19580917  YUMA                     AZ  US
 YUM   3125 72280  32.87 114.33  131  19580918 19610906  YUMA                     AZ  US
 YUM   3125 72280  32.87 114.33   98  19610907 19630607  YUMA                     AZ  US
 YUM   3125 72280  32.83 114.40   98  19630608 19630630  YUMA                     AZ  US
 YUM   3125 72280  32.87 114.33  131  19650601 19710727  YUMA/US ARMY MET TEAM    AZ  US
 YUM   3125 72280  32.87 114.33  131  19920513 99999999  YUMA/US ARMY MET TEAM    AZ  US
 SAN   3131 72290  32.82 117.13  124  19560616 19890913  SAN DIEGO MONTGOMERY     CA  US
 TPH   3132 72485  38.07 117.10 1650  19560920 19581031  TONOPAH                  NV  US
 UCC   3133 72385  36.95 116.05 1196  19560916 19590428  YUCCA FLAT               NV  US
 UCC   3133 72385  36.95 116.05 1196  19590815 19600714  YUCCA FLAT               NV  US
 UCC   3133 72385  36.95 116.05 1196  19610914 19660920  YUCCA FLAT               NV  US
 UCC   3133 72385  36.95 116.05 1196  19660921 19681110  YUCCA FLAT               NV  US
 UCC   3133 72385  36.95 116.05 1198  19681111 19790514  YUCCA FLAT               NV  US
 UCC   3133 72385  36.95 116.05 1195  19940000 20009999  YUCCA FLAT               NV  US
 999   3134 99999  35.27 116.08  284  19570423 19570928  BAKER                    CA  US
 4JA   3143 72385  36.80 116.27 1100  19590429 19590815  JACKASS FLATS            NV  US
 4JA   3143 72385  36.80 116.27 1100  19600526 19610420  JACKASS FLATS            NV  US
 4JA   3143 72385  36.80 116.27 1102  19610421 19671219  JACKASS FLATS            NV  US
 999   3145 99999  32.58 114.62   65  19930801 19949999  YUMA/MCAS                AZ  US
 NJK   3146 72281  32.97 115.82   73  19620228 19680830  EL CENTRO                CA  US
 GBN   3148 74724  32.95 112.67  262  19940101 20020329  GILA BEND AAF            AZ  US
 PHX   3149 72278  33.43 112.37  295  19630813 19631022  PHOENIX/LITCHFIELD PARK  AZ  US
 NSI   3158 72291  33.27 119.55    9  19730901 19830107  SAN NICOLAS/SITE #2      CA  US
 DRA   3160 72387  36.62 116.02 1007  19780516 99999999  DESERT ROCK/MERCURY      NV  US
 4SU   3176 74619  35.33 117.10  962  19000000 19659999  SUPERIOR VALLEY GUN RANGECA  US
 BYS   3182 74611  35.28 116.62  716  19820101 19920312  BICYCLE LAKE AAF         CA  US
 NKX   3190 72293  32.87 117.15  134  19890915 99999999  MIRAMAR NAS              CA  US
 EDW   3197 72381  34.90 117.92  724  19930104 99999999  EDWARDS/AFB - UPPER AIR  CA  US
 REV   3198 72489  39.57 119.80 1516  19941026 99999999  RENO                     NV  US       24128
 PAH   3816 72435  37.07  88.77  126  19881128 19950211  PADUCAH                  KY  US  4833
 TYS   3851 72326  35.82  83.98  301  19550215 19560618  KNOXVILLE/McGHEE-TYSON   TN  US
 999  12863 72232  28.97  89.37    3  19500816 19601130  BURRWOOD                 LA  US
 999  12863 72232  28.97  89.38    3  19601201 19650212  BURRWOOD                 LA  US
 COF  12867 74795  28.23  80.60    4  19500204 19561117  COCOA BEACH /PATRICK     FL  US
 XMR  12868 74794  28.48  80.55    5  19561118 19700531  CAPE CANAVERAL           FL  US
 XMR  12868 74794  28.48  80.55    5  19830101 99999999  CAPE KENNEDY             FL  US
 CSB  12879 72224  29.68  85.35    3  19601227 19700528  CAPE SAN BLAS            FL  US
 999  12880 99999  25.90  81.72    4  19601223 19621102  DELTA 7/MARCO ISLAND     FL  US
 999  12881 99999  27.95  80.57    8  19620214 19700527  VALKARIA                 FL  US
 BVE  12884 72232  29.33  89.40    1  19650213 19650831  BOOTHVILLE               LA  US
 BVE  12884 72232  29.33  89.40    1  19660101 19690810  BOOTHVILLE               LA  US
 BVE  12884 72232  29.33  89.40    1  19710426 19880621  BOOTHVILLE               LA  US
 EFD  12906 72243  29.60  95.17   12  19530301 19630621  HOUSTON/ELLINGTON AFB    TX  US
 VCT  12912 72255  28.85  96.92   33  19660701 19891107  VICTORIA                 TX  US
 MSY  12916 72231  29.98  90.25    3  19480101 19500131  NEW ORLEANS              LA  US
 BRO  12919 72250  25.92  97.47    6  19480101 19501231  BROWNSVILLE              TX  US
 BRO  12919 72250  25.90  97.43    7  19510101 99999999  BROWNSVILLE              TX  US
 SAT  12921 72253  29.53  98.47  240  19480101 19511015  SAN ANTONIO              TX  US
 SAT  12921 72253  29.53  98.47  243  19511016 19530911  SAN ANTONIO              TX  US
 SAT  12921 72253  29.53  98.47  248  19530912 19531104  SAN ANTONIO              TX  US
 SAT  12921 72253  29.53  98.47  243  19531105 19660620  SAN ANTONIO              TX  US
 CRP  12924 72251  27.77  97.50   14  19891111 99999999  CORPUS CHRISTI           TX  US
 NGP  12926 72251  27.68  97.28    6  19530201 19570220  CORPUS CHRISTI NAS       TX  US
 NGP  12926 72251  27.68  97.28   18  19570221 19590201  CORPUS CHRISTI NAS       TX  US
 NGP  12926 72251  27.68  97.28   11  19590202 19620915  CORPUS CHRISTI NAS       TX  US
 NGP  12926 72251  27.68  97.28    6  19620916 19660630  CORPUS CHRISTI NAS       TX  US
 999  13701 74002  39.47  76.17   18  19920507 19950208  ABERDEEN PROVING GR      MD  US
 APG  13701 74002  39.47  76.07    5  19950209 99999999  PHILLIPS AFB, ABERDEEN   MD  US
 ADW  13705 74594  38.82  76.85   83  19490726 19521231  ANDREWS AFB              MD  US
 GSO  13723 72317  36.08  79.95  275  19430917 19500607  GREENSBORO               NC  US
 GSO  13723 72317  36.08  79.95  273  19500608 19691114  GREENSBORO               NC  US
 GSO  13723 72317  36.08  79.95  275  19691115 19801223  GREENSBORO               NC  US
 GSO  13723 72317  36.08  79.95  277  19801224 99999999  GREENSBORO               NC  US
 ORF  13737 72308  36.88  76.20    9  19551115 19650802  NORFOLK                  VA  US
 PHL  13739 72408  39.88  75.25   23  19550101 19571112  PHILADELPHIA             PA  US
 DCA  13743 72405  38.85  77.03   25  19340700 19500930  WASHINGTON/NAT APT       DC  US
 HAT  13745 72304  35.27  75.67   15  19431122 19570228  HATTERAS                 NC  US
 NGU  13750 72308  36.93  76.30    6  19450201 19521199  NORFOLK                  VA  US
 NGU  13750 72308  36.93  76.28    6  19521116 19551115  NORFOLK                  VA  US
 NKT  13754 72309  34.90  76.88   11  19930812 20009999  CHERRY POINT/MCAS        NC  US
 NDY  13760 74574  38.33  77.02   30  19451001 19560202  DAHLGREN                 VA  US
 NDY  13760 74574  38.33  77.03    6  19560203 19591113  DAHLGREN                 VA  US
 GUN  13801 72226  32.42  86.23   53  19541217 19560601  MONTGOMERY/GUNTER AFB    AL  US
 BLV  13802 72433  38.55  89.98  136  19500705 19520331  BELLEVILLE/SCOTT AFB     IL  US
 BLV  13802 72433  38.55  89.98  133  19520401 19550911  BELLEVILLE/SCOTT AFB     IL  US
 BLV  13802 72433  38.55  89.52  133  19590528 19590930  BELLEVILLE/SCOTT AFB     IL  US
 BAK  13803 72436  39.27  85.90  199  19550515 19550911  COLUMBUS/BAKALAR AFB     IN  US
 FTK  13807 72423  37.90  85.97  230  19540516 19541002  FT KNOX/GODMAN AFB       KY  US
 BYH  13814 72340  35.97  89.95   77  19570301 19580531  BLYTHEVILLE  AFB         AR  US
 BYH  13814 72340  35.97  89.95   80  19600215 19600522  BLYTHEVILLE  AFB         AR  US
 BYH  13814 72340  35.97  89.95   82  19610200 19640799  BLYTHEVILLE  AFB         AR  US
 NAB  13815 72216  31.58  84.10   61  19560215 19560531  ALBANY/TURNER AFB        GA  US
 NAB  13815 72216  31.58  84.10   66  19590215 19590531  ALBANY/TURNER AFB        GA  US
 NAB  13815 72216  31.58  84.12   65  19600201 19600517  ALBANY/TURNER AFB        GA  US
 MXF  13821 72226  32.40  86.35   50  19460301 19500131  MONTGOMERY/MAXWELL       AL  US
 MXF  13821 72226  32.40  86.35   52  19500201 19541217  MONTGOMERY/MAXWELL       AL  US
 DAY  13840 72429  39.87  84.12  297  19511201 19560430  DAYTON/WRIGHT PATTERSON  OH  US
 DAY  13840 72429  39.87  84.12  297  19560501 19691114  DAYTON/SULPHUR GOVE (WB) OH  US
 DAY  13840 72429  39.87  84.12  299  19691115 19710708  DAYTON/SULPHUR GROVE     OH  US
 DAY  13840 72429  39.87  84.12  298  19710709 19950925  DAYTON/SULPHUR GROVE     OH  US       13841
 ILN  13841 72721  39.43  83.80  323  19471101 19480430  WILMINGTON/CLINTON AFB   OH  US
 ILN  13841 72426  39.42  83.82  317  19950928 99999999  WILMINGTON               OH  US 13840
 VPS  13858 72221  30.52  86.58   28  19490101 19511021  VALPARAISO/ELGIN AFB     FL  US
 VPS  13858 72221  30.52  86.58   18  19511021 19540314  VALPARAISO/ELGIN AFB     FL  US
 VPS  13858 72221  30.52  86.58   20  19540315 19700531  VALPARAISO/ELGIN AFB     FL  US
 VPS  13858 72221  30.52  86.58   20  19880415 99999999  VALPARAISO/ELGIN AFB     FL  US
 WRB  13860 72217  32.60  83.57   90  19490901 19540228  WARNER ROBINS            GA  US
 WRB  13860 72217  32.60  83.57   86  19540301 19540430  WARNER ROBINS            GA  US
 AYS  13861 72213  31.25  82.40   44  19690415 19950124  WAYCROSS                 GA  US 13889
 MEM  13862 72334  35.05  89.98   78  19530301 19530514  MEMPHIS                  TN  US
 MEM  13862 72334  35.05  89.98   83  19540201 19550430  MEMPHIS                  TN  US
 MEM  13862 72334  35.15  90.05   80  19560215 19560630  MEMPHIS                  TN  US
 MEM  13862 72334  35.05  89.97   88  19590215 19590523  MEMPHIS                  TN  US
 AHN  13873 72311  33.95  83.32  246  19550904 19940829  ATHENS                   GA  US 53819
 ATL  13874 72219  33.65  84.42  309  19390706 19550903  ATLANTA                  GA  US
 CHS  13880 72208  32.90  80.03   18  19390714 19500715  CHARLESTON               SC  US
 CHS  13880 72208  32.90  80.03   15  19500716 99999999  CHARLESTON               SC  US
 JAX  13889 72206  30.42  81.65    6  19551101 19600215  JACKSONVILLE             FL  US
 JAX  13889 72206  30.42  81.65    5  19600216 19690414  JACKSONVILLE             FL  US
 JAX  13889 72206  30.43  81.70   10  19950124 99999999  JACKSONVILLE             FL  US       13861
 MGM  13895 72226  32.30  86.40   61  19560601 19690520  MONTGOMERY DONNELLY FLD  AL  US
 MGM  13895 72226  32.30  86.40   57  19690521 19741111  MONTGOMERY DONNELLY FLD  AL  US
 BNA  13897 72327  36.12  86.68  180  19480101 19491231  NASHVILLE/BERRY FLD      TN  US
 BNA  13897 72327  36.12  86.68  178  19500101 19630918  NASHVILLE/BERRY FLD      TN  US
 BNA  13897 72327  36.25  86.57  181  19630919 19631027  NASHVILLE                TN  US
 BNA  13897 72327  36.25  86.57  180  19631028 99999999  NASHVILLE                TN  US
 SEP  13901 72260  32.22  98.18  399  19731103 19940712  STEPHENVILLE             TX  US  3990
 LTS  13902 72352  34.65  99.27  414  19540201 19580530  ALTUS AFB                OK  US
 LTS  13902 72352  34.65  99.27  420  19610201 19610531  ALTUS AFB                OK  US
 ADM  13903 72350  34.30  97.02  222  19610317 19610531  ARDMORE/GENE AUTRY AFB   OK  US
 999  13905 72244  30.67  96.55   81  19540201 19560630  BRYAN AFB                TX  US
 999  13905 72244  30.67  96.55   84  19570205 19580518  BRYAN AFB                TX  US
 END  13909 72353  36.33  97.67  396  19441101 19520709  ENID/VANCE AFB           OK  US
 DYS  13910 72266  32.43  99.85  545  19570301 19570531  ABILENE/DYESS AFB        TX  US
 DYS  13910 72266  32.43  99.85  539  19580301 19580531  ABILENE/DYESS AFB        TX  US
 DYS  13910 72266  32.43  99.85  547  19590215 19590531  ABILENE/DYESS AFB        TX  US
 DYS  13910 72266  32.43  99.85  550  19600215 19610604  ABILENE/DYESS AFB        TX  US
 FWH  13911 72259  32.77  97.45  194  19480823 19490720  FT WORTH/CARSWELL AFB    TX  US
 FWH  13911 72259  32.77  97.45  178  19490721 19570303  FT WORTH/CARSWELL AFB    TX  US
 FWH  13911 72259  32.77  97.45  180  19570304 19731029  FT WORTH/CARSWELL AFB    TX  US
 TIK  13919 72354  35.43  97.38  375  19520501 19531229  OKLAHOMA CITY/TINKER AFB OK  US
 TIK  13919 72354  35.43  97.38  390  19531230 19590825  OKLAHOMA CITY/TINKER AFB OK  US
 TIK  13919 72354  35.43  97.38  387  19590826 19670630  OKLAHOMA CITY/TINKER AFB OK  US
 TIK  13919 72354  35.42  97.38  386  19670701 19710331  OKLAHOMA CITY/TINKER AFB OK  US
 FOE  13920 72456  38.95  95.67  329  19531221 19540201  TOPEKA/FORBES AFB        KS  US
 FOE  13920 72456  38.95  95.67  321  19540202 19550929  TOPEKA/FORBES AFB        KS  US
 FLV  13921 72457  39.32  94.92  274  19490929 19510531  FT LEAVENWORTH/SHERMAN A KS  US
 FLV  13921 72457  39.32  94.92  327  19510601 19531019  FT LEAVENWORTH/SHERMAN A KS  US
 SLN  13922 72458  38.80  97.63  383  19530301 19550911  SALINA/SMOKY HILL AFB    KS  US
 SLN  13922 72458  38.80  97.63  386  19560215 19560921  SALINA/SMOKY HILL AFB    KS  US
 SLN  13922 72458  38.80  97.63  385  19570301 19581015  SALINA/SMOKY HILL AFB    KS  US
 HKS  13927 72235  32.33  90.23  105  19530301 19530531  JACKSON/HAWKINS FLD      MS  US
 HKS  13927 72235  32.33  90.22   98  19540126 19540430  JACKSON/HAWKINS FLD      MS  US
 HKS  13927 72235  32.33  90.22   96  19550215 19550430  JACKSON/HAWKINS FLD      MS  US
 SPS  13931 72351  33.98  98.50  326  19500316 19500531  WICHITA FALLS/SHEPPARD   TX  US
 AEX  13934 72246  31.32  92.55   27  19550215 19550430  ALEXANDRIA               LA  US
 GLH  13939 72238  33.47  90.98   41  19540226 19540430  GREENVILLE               MS  US
 LCH  13941 72240  30.22  93.15    5  19410724 19611231  LAKE CHARLES             LA  US
 BAD  13944 72248  32.50  93.68   49  19480824 19520211  SHREVEPORT/BARKSDALE AFB LA  US
 BAD  13944 72248  32.50  93.68   53  19520212 19560110  SHREVEPORT/BARKSDALE AFB LA  US
 FSI  13945 72355  34.65  98.38  357  19441101 19520625  FT SILL                  OK  US
 FSI  13945 72355  34.65  98.40  365  19600215 19600330  LAWTON                   OK  US
 FSI  13945 72355  34.65  98.40  369  19940927 19949999  FT SILL AFB              OK  US
 FSI  13945 72355  34.65  98.40  362  19960700 99999999  FORT SILL                OK  US
 FRI  13947 72455  39.05  96.77  324  19580404 19581012  FT RILEY/MARSHALL AAF    KS  US
 HKS  13956 72235  32.33  90.22  101  19560201 19600219  JACKSON/HAWKINS FLD      MS  US
 HKS  13956 72235  32.33  90.22   94  19600220 19681015  JACKSON/HAWKINS FLD      MS  US
 SHV  13957 72248  32.47  93.82   77  19560111 19560426  SHREVEPORT MUN AP        LA  US
 SHV  13957 72248  32.47  93.82   76  19560427 19600319  SHREVEPORT MUN AP        LA  US
 SHV  13957 72248  32.47  93.82   79  19600320 19750707  SHREVEPORT MUN AP        LA  US
 SHV  13957 72248  32.45  93.83   84  19950221 99999999  SHREVEPORT REGIONAL AP   LA  US        3951
 ACT  13959 72256  31.62  97.22  157  19530500 19530599  WACO                     TX  US
 ABI  13962 72266  32.43  99.68  534  19630204 19730526  ABILENE                  TX  US
 LIT  13963 72340  34.73  92.23   79  19431010 19550128  LITTLE ROCK              AR  US
 LIT  13963 72340  34.73  92.23   87  19550129 19561222  LITTLE ROCK              AR  US
 LIT  13963 72340  34.73  92.23   79  19561223 19751219  LITTLE ROCK              AR  US
 OKC  13967 72353  35.40  97.60  391  19380717 19550799  OKLAHOMA CITY/WILL ROGER OK  US
 OKC  13967 72353  35.40  97.60  392  19550700 19670630  OKLAHOMA CITY/WILL ROGER OK  US
 OKC  13967 72353  35.40  97.60  392  19750107 19890327  OKLAHOMA CITY/WILL ROGER OK  US
 COU  13983 72445  38.97  92.37  239  19460202 19510199  COLUMBIA                 MO  US
 COU  13983 72445  38.97  92.37  238  19510116 19700827  COLUMBIA                 MO  US
 DDC  13985 72451  37.77  99.97  800  19430828 19551225  DODGE CITY               KS  US
 DDC  13985 72451  37.77  99.97  792  19551226 19631227  DODGE CITY               KS  US
 DDC  13985 72451  37.77  99.97  791  19631228 99999999  DODGE CITY               KS  US
 SGF  13995 72440  37.23  93.40  394  19950518 99999999  SPRINGFIELD REGIONAL AP  MO  US        3946
 TOP  13996 72456  39.07  95.62  269  19550930 19681231  TOPEKA                   KS  US
 TOP  13996 72456  39.07  95.62  268  19690101 99999999  TOPEKA                   KS  US
 CAR  14607 72712  46.87  68.02  192  19480101 19481130  CARIBOU                  ME  US
 CAR  14607 72712  46.87  68.02  194  19481201 19501031  CARIBOU                  ME  US
 CAR  14607 72712  46.87  68.02  191  19501101 19530525  CARIBOU                  ME  US
 CAR  14607 72712  46.87  68.02  197  19530526 19540903  CARIBOU                  ME  US
 CAR  14607 72712  46.87  68.02  191  19540904 99999999  CARIBOU                  ME  US
